CENSUS BLOCK,CENSUS BLOCK FULL,TOTAL POPULATION
7105004023,170317105004023,33
7105004024,170317105004024,32
7106001000,170317106001000,0
7106001001,170317106001001,16
7106001002,170317106001002,89
7106001003,170317106001003,71
7106001004,170317106001004,87
7106001005,170317106001005,73
7106001006,170317106001006,73
7106001007,170317106001007,69
7106001008,170317106001008,102
7106001009,170317106001009,110
7106001010,170317106001010,101
7106001011,170317106001011,84
7106001012,170317106001012,0
7106002000,170317106002000,60
7106002001,170317106002001,20
7106002002,170317106002002,36
7106002003,170317106002003,79
7106002004,170317106002004,85
7106002005,170317106002005,50
7106002006,170317106002006,130
7106002007,170317106002007,115
7106002008,170317106002008,121
7106002009,170317106002009,0
7106002010,170317106002010,15
7106002011,170317106002011,90
7106002012,170317106002012,97
7106002013,170317106002013,65
7107001000,170317107001000,3
7107001001,170317107001001,79
7107001002,170317107001002,3
7107001003,170317107001003,45
7107001004,170317107001004,58
7107001005,170317107001005,65
7107001006,170317107001006,42
7107001007,170317107001007,0
7107001008,170317107001008,83
7107001009,170317107001009,17
7107001010,170317107001010,0
7107001011,170317107001011,0
7107001012,170317107001012,0
7107001013,170317107001013,79
7107001014,170317107001014,67
7107001015,170317107001015,47
7107001016,170317107001016,53
7107002000,170317107002000,0
7107002001,170317107002001,38
7107002002,170317107002002,57
7107002003,170317107002003,0
7107002004,170317107002004,7
7107002005,170317107002005,73
7107002006,170317107002006,57
7107002007,170317107002007,48
7107002008,170317107002008,100
7107002009,170317107002009,112
7107002010,170317107002010,85
7107002011,170317107002011,153
7107002012,170317107002012,96
7107002013,170317107002013,92
7107003000,170317107003000,19
7107003001,170317107003001,72
7107003002,170317107003002,94
7107003003,170317107003003,89
7107003004,170317107003004,96
7107003005,170317107003005,102
7107003006,170317107003006,98
7107003007,170317107003007,74
7107003008,170317107003008,88
7107003009,170317107003009,78
7107003010,170317107003010,112
7107003011,170317107003011,63
7107004000,170317107004000,95
7107004001,170317107004001,111
7107004002,170317107004002,67
7107004003,170317107004003,75
7107004004,170317107004004,111
7107004005,170317107004005,87
7107004006,170317107004006,88
7107004007,170317107004007,103
7107004008,170317107004008,89
7107004009,170317107004009,97
7107004010,170317107004010,100
7107004011,170317107004011,16
7108001000,170317108001000,4
7108001001,170317108001001,43
7108001002,170317108001002,76
7108001003,170317108001003,63
7108001004,170317108001004,35
7108001005,170317108001005,72
7108001006,170317108001006,0
7108001007,170317108001007,0
7108001008,170317108001008,0
7108001009,170317108001009,0
7108001010,170317108001010,77
7108001011,170317108001011,58
7108001012,170317108001012,66
7108001013,170317108001013,70
7108001014,170317108001014,12
7108001015,170317108001015,84
7108002000,170317108002000,3
7108002001,170317108002001,84
7108002002,170317108002002,63
7108002003,170317108002003,79
7108002004,170317108002004,76
7108002005,170317108002005,59
7108002006,170317108002006,82
7108002007,170317108002007,72
7108002008,170317108002008,84
7108002009,170317108002009,79
7108002010,170317108002010,80
7108002011,170317108002011,0
7108003000,170317108003000,79
7108003001,170317108003001,51
7108003002,170317108003002,46
7108003003,170317108003003,46
7108003004,170317108003004,76
7108003005,170317108003005,59
7108003006,170317108003006,46
7108003007,170317108003007,111
7108003008,170317108003008,70
7108003009,170317108003009,78
7108003010,170317108003010,71
7108003011,170317108003011,92
7108003012,170317108003012,72
7108003013,170317108003013,9
7108004000,170317108004000,117
7108004001,170317108004001,85
7108004002,170317108004002,114
7108004003,170317108004003,96
7108004004,170317108004004,16
7108004005,170317108004005,0
7108004006,170317108004006,0
7108004007,170317108004007,3
7108004008,170317108004008,53
7108004009,170317108004009,87
7108004010,170317108004010,77
7108004011,170317108004011,68
7108004012,170317108004012,94
7108004013,170317108004013,83
7108004014,170317108004014,62
7108004015,170317108004015,196
7108005000,170317108005000,65
7108005001,170317108005001,77
7108005002,170317108005002,78
7108005003,170317108005003,102
7108005004,170317108005004,74
7108005005,170317108005005,16
7108005006,170317108005006,0
7108005007,170317108005007,0
7108005008,170317108005008,95
7108005009,170317108005009,1
7108005010,170317108005010,5
7108005011,170317108005011,26
7108005012,170317108005012,80
7108005013,170317108005013,92
7108005014,170317108005014,66
7108005015,170317108005015,101
7108005016,170317108005016,83
7108005017,170317108005017,0
7108006000,170317108006000,58
7108006001,170317108006001,93
7108006002,170317108006002,59
7108006003,170317108006003,90
7108006004,170317108006004,58
7108006005,170317108006005,64
7108006006,170317108006006,0
7108006007,170317108006007,95
7108006008,170317108006008,0
7108006009,170317108006009,44
7108006010,170317108006010,44
7108006011,170317108006011,148
7108006012,170317108006012,104
7108006013,170317108006013,0
7108006014,170317108006014,42
7109001000,170317109001000,0
7109001001,170317109001001,14
7109001002,170317109001002,4
7109001003,170317109001003,6
7109001004,170317109001004,0
7109001005,170317109001005,1
7109001006,170317109001006,45
7109001007,170317109001007,46
7109001008,170317109001008,35
7109001009,170317109001009,63
7109001010,170317109001010,21
7109001011,170317109001011,47
7109001012,170317109001012,73
7109001013,170317109001013,77
7109001014,170317109001014,57
7109001015,170317109001015,22
7109001016,170317109001016,0
7109001017,170317109001017,0
7109001018,170317109001018,85
7109001019,170317109001019,26
7109001020,170317109001020,5
7109001021,170317109001021,26
7109001022,170317109001022,32
7109001023,170317109001023,6
7109001024,170317109001024,25
7109001025,170317109001025,32
7109001026,170317109001026,13
7109001027,170317109001027,11
7109001028,170317109001028,5
7109002000,170317109002000,0
7109002001,170317109002001,0
7109002002,170317109002002,0
7109002003,170317109002003,0
7109002004,170317109002004,0
7109002005,170317109002005,0
7109002006,170317109002006,167
7109002007,170317109002007,0
7109002008,170317109002008,32
7109002009,170317109002009,93
7109002010,170317109002010,0
7109002011,170317109002011,0
7109002012,170317109002012,55
7109002013,170317109002013,105
7109002014,170317109002014,66
7109002015,170317109002015,5
7109002016,170317109002016,0
7109002017,170317109002017,21
7109002018,170317109002018,0
7109002019,170317109002019,5
7109002020,170317109002020,0
7109002021,170317109002021,0
7109002022,170317109002022,29
7109002023,170317109002023,15
7109002024,170317109002024,31
7109002025,170317109002025,273
7109002026,170317109002026,48
7109002027,170317109002027,37
7109002028,170317109002028,21
7109002029,170317109002029,30
7109002030,170317109002030,28
7109002031,170317109002031,19
7109002032,170317109002032,41
7109002033,170317109002033,29
7109002034,170317109002034,35
7109002035,170317109002035,16
7109002036,170317109002036,18
7109002037,170317109002037,18
7109002038,170317109002038,37
7109002039,170317109002039,6
7109002040,170317109002040,0
7109002041,170317109002041,0
7109002042,170317109002042,1
7109002043,170317109002043,140
7109002044,170317109002044,0
7109002045,170317109002045,0
7110001000,170317110001000,43
7110001001,170317110001001,66
7110001002,170317110001002,39
7110001003,170317110001003,55
7110001004,170317110001004,57
7110001005,170317110001005,69
7110001006,170317110001006,122
7110001007,170317110001007,55
7110001008,170317110001008,17
7110001009,170317110001009,48
7110001010,170317110001010,48
7110001011,170317110001011,49
7110001012,170317110001012,83
7110001013,170317110001013,44
7110001014,170317110001014,61
7110001015,170317110001015,64
7110002000,170317110002000,109
7110002001,170317110002001,73
7110002002,170317110002002,89
7110002003,170317110002003,87
7110002004,170317110002004,73
7110002005,170317110002005,63
7110002006,170317110002006,57
7110002007,170317110002007,33
7110002008,170317110002008,54
7110002009,170317110002009,77
7110002010,170317110002010,97
7110002011,170317110002011,69
7110002012,170317110002012,77
7110002013,170317110002013,73
7110002014,170317110002014,0
7110002015,170317110002015,42
7110002016,170317110002016,64
7110002017,170317110002017,65
7110002018,170317110002018,76
7110002019,170317110002019,52
7110002020,170317110002020,23
7110002021,170317110002021,72
7110002022,170317110002022,2
7110002023,170317110002023,109
7110002024,170317110002024,0
7110002025,170317110002025,0
7110002026,170317110002026,0
7110002027,170317110002027,0
7110002028,170317110002028,0
7110002029,170317110002029,41
7110002030,170317110002030,43
7110002031,170317110002031,12
7110002032,170317110002032,6
7110002033,170317110002033,0
7110003000,170317110003000,67
7110003001,170317110003001,73
7110003002,170317110003002,71
7110003003,170317110003003,57
7110003004,170317110003004,70
7110003005,170317110003005,51
7110003006,170317110003006,51
7110003007,170317110003007,30
7110003008,170317110003008,0
7110003009,170317110003009,42
7110003010,170317110003010,58
7110003011,170317110003011,66
7110003012,170317110003012,43
7110003013,170317110003013,48
7110003014,170317110003014,50
7110003015,170317110003015,39
7110003016,170317110003016,1
7110003017,170317110003017,11
7110003018,170317110003018,39
7110003019,170317110003019,45
7110003020,170317110003020,5
7111001000,170317111001000,0
7111001001,170317111001001,100
7111001002,170317111001002,98
7111001003,170317111001003,66
7111001004,170317111001004,60
7111001005,170317111001005,63
7111001006,170317111001006,50
7111001007,170317111001007,58
7111001008,170317111001008,60
7111001009,170317111001009,65
7111001010,170317111001010,53
7111001011,170317111001011,0
7111001012,170317111001012,4
7111001013,170317111001013,66
7111001014,170317111001014,68
7111001015,170317111001015,61
7111001016,170317111001016,67
7111001017,170317111001017,51
7111002000,170317111002000,54
7111002001,170317111002001,67
7111002002,170317111002002,59
7111002003,170317111002003,71
7111002004,170317111002004,61
7111002005,170317111002005,69
7111002006,170317111002006,42
7111002007,170317111002007,29
7111002008,170317111002008,50
7111002009,170317111002009,45
7111002010,170317111002010,31
7111002011,170317111002011,25
7111002012,170317111002012,50
7111002013,170317111002013,29
7111002014,170317111002014,42
7111002015,170317111002015,62
7111002016,170317111002016,48
7111002017,170317111002017,21
7111002018,170317111002018,20
7111002019,170317111002019,74
7111002020,170317111002020,0
7111002021,170317111002021,5
7111002022,170317111002022,2
7111002023,170317111002023,0
7111002024,170317111002024,0
7111003000,170317111003000,101
7111003001,170317111003001,66
7111003002,170317111003002,0
7111003003,170317111003003,0
7111003004,170317111003004,80
7111003005,170317111003005,47
7111003006,170317111003006,0
7111003007,170317111003007,72
7111003008,170317111003008,0
7111003009,170317111003009,0
7111003010,170317111003010,0
7111003011,170317111003011,0
7111003012,170317111003012,24
7111003013,170317111003013,46
7111003014,170317111003014,53
7111003015,170317111003015,68
7111003016,170317111003016,81
7111003017,170317111003017,52
7111003018,170317111003018,38
7111003019,170317111003019,32
7111003020,170317111003020,8
7111003021,170317111003021,5
7111003022,170317111003022,59
7111003023,170317111003023,57
7112001000,170317112001000,44
7112001001,170317112001001,96
7112001002,170317112001002,87
7112001003,170317112001003,74
7112001004,170317112001004,104
7112001005,170317112001005,55
7112001006,170317112001006,71
7112001007,170317112001007,49
7112001008,170317112001008,41
7112001009,170317112001009,50
7112001010,170317112001010,15
7112001011,170317112001011,34
7112001012,170317112001012,0
7112001013,170317112001013,10
7112001014,170317112001014,19
7112001015,170317112001015,25
7112001016,170317112001016,35
7112001017,170317112001017,94
7112001018,170317112001018,69
7112001019,170317112001019,17
7112001020,170317112001020,0
7112001021,170317112001021,42
7112001022,170317112001022,64
7112001023,170317112001023,33
7112001024,170317112001024,72
7112001025,170317112001025,64
7112001026,170317112001026,45
7112001027,170317112001027,46
7112002000,170317112002000,18
7112002001,170317112002001,60
7112002002,170317112002002,65
7112002003,170317112002003,82
7112002004,170317112002004,53
7112002005,170317112002005,57
7112002006,170317112002006,34
7112002007,170317112002007,26
7112002008,170317112002008,22
7112002009,170317112002009,20
7112002010,170317112002010,61
7112002011,170317112002011,35
7112002012,170317112002012,54
7112002013,170317112002013,46
